Security ID,The Date of this Price,Option Symbol,Expiration Date of the Option,Date on Which the Option Last Traded,"C=Call, P=Put",Strike Price of the Option Times 1000,Highest Closing Bid Across All Exchanges,Lowest  Closing Ask Across All Exchanges,Volume,Open Interest for the Option,Unique ID for the Option Contract,Forward Price,Index Flag,Description of the Issuing Company,"(A)merican, (E)uropean, or ?"
108105,20190603,SPX 190719C1775000,20190719,,C,1775000,967.6,971.2,0,0,127972899,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1800000,20190719,20190416,C,1800000,942.7,946.3,0,1,127972900,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1825000,20190719,,C,1825000,917.8,921.4,0,0,127972901,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1850000,20190719,,C,1850000,893,896.5,0,0,127972902,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1875000,20190719,,C,1875000,868.1,871.7,0,0,127972903,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1900000,20190719,,C,1900000,843.2,846.8,0,0,127972904,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1925000,20190719,,C,1925000,818.4,821.9,0,0,127972905,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1930000,20190719,,C,1930000,813.4,817,0,0,129231360,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1940000,20190719,,C,1940000,803.4,807,0,0,129231361,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1950000,20190719,,C,1950000,793.5,797.1,0,0,127972906,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1960000,20190719,,C,1960000,783.6,787.1,0,0,129210044,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1970000,20190719,,C,1970000,773.6,777.2,0,0,128396611,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1975000,20190719,,C,1975000,768.7,772.2,0,0,127972907,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1980000,20190719,,C,1980000,763.7,767.2,0,0,128396612,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C1990000,20190719,,C,1990000,753.8,757.3,0,0,128337613,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2000000,20190719,20190531,C,2000000,743.8,747.4,0,9801,127972908,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2010000,20190719,,C,2010000,733.9,737.4,0,0,128337614,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2020000,20190719,,C,2020000,724,727.5,0,0,128337615,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2025000,20190719,,C,2025000,719,722.5,0,0,127972909,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2030000,20190719,,C,2030000,714,717.6,0,0,128337616,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2040000,20190719,,C,2040000,704.1,707.6,0,0,128337617,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2050000,20190719,20190321,C,2050000,694.2,697.7,0,1,127972910,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2060000,20190719,,C,2060000,684.2,687.8,0,0,128337618,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2070000,20190719,,C,2070000,674.3,677.9,0,0,128337619,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2075000,20190719,,C,2075000,669.4,672.9,0,0,127972911,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2080000,20190719,,C,2080000,664.4,667.9,0,0,128337620,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2090000,20190719,,C,2090000,654.5,658,0,0,128337621,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2100000,20190719,,C,2100000,644.6,648.1,0,0,127972912,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2110000,20190719,,C,2110000,634.7,638.2,0,0,128337622,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2120000,20190719,,C,2120000,624.8,628.3,0,0,128337623,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2125000,20190719,,C,2125000,619.8,623.3,0,0,127972913,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2130000,20190719,,C,2130000,614.9,618.4,0,0,128337624,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2140000,20190719,,C,2140000,605,608.5,0,0,128337625,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2150000,20190719,,C,2150000,595.1,598.6,0,0,127972914,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2160000,20190719,,C,2160000,585.2,588.7,0,0,128337626,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2170000,20190719,,C,2170000,575.3,578.8,0,0,128337627,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2175000,20190719,,C,2175000,570.3,573.8,0,0,127972915,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2180000,20190719,,C,2180000,565.4,568.9,0,0,128337628,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2190000,20190719,,C,2190000,555.5,559,0,0,128337629,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2200000,20190719,20190528,C,2200000,545.7,549.1,0,2,127972916,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2205000,20190719,,C,2205000,540.7,544.2,0,0,129231362,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2210000,20190719,,C,2210000,535.8,539.3,0,0,128337630,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2215000,20190719,,C,2215000,530.9,534.3,0,0,129231363,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2220000,20190719,,C,2220000,525.9,529.4,0,0,128337631,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2225000,20190719,,C,2225000,521,524.5,0,0,127972917,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2230000,20190719,20190416,C,2230000,516.1,519.5,0,0,128337632,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2235000,20190719,,C,2235000,511.1,514.6,0,0,129210045,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2240000,20190719,20190524,C,2240000,506.2,509.7,0,11,128337633,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2245000,20190719,,C,2245000,501.3,504.8,0,0,128396613,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2250000,20190719,,C,2250000,496.4,499.8,0,0,127972918,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2255000,20190719,,C,2255000,491.5,494.9,0,0,128396614,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2260000,20190719,,C,2260000,486.6,490,0,0,128337634,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2265000,20190719,,C,2265000,481.7,485.1,0,0,128396615,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2270000,20190719,,C,2270000,476.7,480.2,0,0,128337635,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2275000,20190719,,C,2275000,471.8,475.3,0,0,127972919,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2280000,20190719,,C,2280000,466.9,470.4,0,0,128337636,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2285000,20190719,,C,2285000,462,465.5,0,0,128337637,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2290000,20190719,,C,2290000,457.1,460.6,0,0,128337638,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2295000,20190719,,C,2295000,452.2,455.7,0,0,128337639,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2300000,20190719,,C,2300000,447.4,450.8,0,0,127972920,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2305000,20190719,,C,2305000,442.5,445.9,0,0,128337640,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2310000,20190719,,C,2310000,437.6,441,0,0,128337641,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2315000,20190719,,C,2315000,432.7,436.1,0,0,128337642,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2320000,20190719,,C,2320000,427.8,431.2,0,0,128337643,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2325000,20190719,,C,2325000,423,426.3,0,0,127972921,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2330000,20190719,,C,2330000,418.1,421.5,0,0,128337644,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2335000,20190719,,C,2335000,413.2,416.6,0,0,128337645,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2340000,20190719,,C,2340000,408.4,411.7,0,0,128337646,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2345000,20190719,,C,2345000,403.5,406.9,0,0,128337647,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2350000,20190719,20190529,C,2350000,398.7,402,0,4,127972922,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2355000,20190719,,C,2355000,393.9,397.2,0,0,128337648,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2360000,20190719,,C,2360000,389,392.3,0,0,128337649,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2365000,20190719,,C,2365000,384.2,387.5,0,0,128337650,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2370000,20190719,,C,2370000,379.4,382.7,0,0,128337651,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2375000,20190719,,C,2375000,374.5,377.8,0,0,127972923,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2380000,20190719,,C,2380000,369.7,373,0,0,128337652,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2385000,20190719,,C,2385000,364.9,368.2,0,0,128337653,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2390000,20190719,,C,2390000,360.1,363.4,0,0,128337654,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2395000,20190719,,C,2395000,355.3,358.6,0,0,128337655,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2400000,20190719,20190529,C,2400000,350.6,353.8,0,5,127972924,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2405000,20190719,,C,2405000,345.8,349,0,0,128337656,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2410000,20190719,,C,2410000,341,344.2,0,0,128337657,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2415000,20190719,,C,2415000,336.3,339.4,0,0,128337658,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2420000,20190719,,C,2420000,331.5,334.7,0,0,128337659,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2425000,20190719,,C,2425000,326.8,329.9,0,0,127972925,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2430000,20190719,,C,2430000,322,325.2,0,0,128337660,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2435000,20190719,,C,2435000,317.3,320.4,0,0,128337661,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2440000,20190719,,C,2440000,312.6,315.7,0,0,128337662,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2445000,20190719,,C,2445000,307.9,311,0,0,128337663,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2450000,20190719,,C,2450000,303.2,306.3,0,0,127972926,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2455000,20190719,,C,2455000,298.5,301.6,0,0,128337664,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2460000,20190719,,C,2460000,293.8,296.9,0,0,128337665,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2465000,20190719,20190429,C,2465000,289.2,292.2,0,1,128337666,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2470000,20190719,20190517,C,2470000,284.5,287.5,0,8,128337667,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2475000,20190719,,C,2475000,279.9,282.9,0,0,127972927,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2480000,20190719,,C,2480000,275.3,278.3,0,0,128337668,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2485000,20190719,,C,2485000,270.7,273.6,0,0,128337669,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2490000,20190719,,C,2490000,266.1,269,0,0,128337670,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2495000,20190719,20190508,C,2495000,261.5,264.4,0,2,128337671,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2500000,20190719,20190603,C,2500000,257,259.8,10,85,127972928,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2505000,20190719,20190522,C,2505000,252.4,255.3,0,12,128337672,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2510000,20190719,20190530,C,2510000,247.9,250.7,0,34,128337673,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2515000,20190719,,C,2515000,243.4,246.2,0,0,128337674,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2520000,20190719,20190530,C,2520000,238.9,241.7,0,2,128337675,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2525000,20190719,20190516,C,2525000,234.4,237.2,0,3,127972929,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2530000,20190719,20190507,C,2530000,230,232.7,0,0,128337676,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2535000,20190719,,C,2535000,225.5,228.3,0,0,128337677,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2540000,20190719,20190522,C,2540000,221.1,223.8,0,1,128337678,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2545000,20190719,,C,2545000,216.7,219.4,0,0,128337679,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2550000,20190719,20190529,C,2550000,212.4,215,0,67,127972930,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2555000,20190719,,C,2555000,208,210.7,0,0,128337680,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2560000,20190719,20190522,C,2560000,203.7,206.3,0,10,128337681,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2565000,20190719,,C,2565000,199.4,202,0,0,128337682,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2570000,20190719,20190322,C,2570000,195.1,197.7,0,1,128337683,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2575000,20190719,20190513,C,2575000,190.9,193.4,0,1,127972931,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2580000,20190719,,C,2580000,186.7,189.1,0,0,128337684,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2585000,20190719,,C,2585000,182.5,184.9,0,0,128337685,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2590000,20190719,20190531,C,2590000,178.3,180.7,0,3,128337686,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2595000,20190719,20190521,C,2595000,174.2,176.5,0,15,128337687,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2600000,20190719,20190531,C,2600000,170,172.4,0,25,127972932,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2605000,20190719,20190531,C,2605000,165.9,168.3,0,20,128337688,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2610000,20190719,20190603,C,2610000,161.9,164.2,2,1,128337689,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2615000,20190719,20190528,C,2615000,157.9,160.1,0,56,128337690,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2620000,20190719,20190509,C,2620000,153.9,156.1,0,0,128337691,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2625000,20190719,,C,2625000,149.9,152.1,0,0,127972933,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2630000,20190719,,C,2630000,146,148.1,0,0,128337692,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2635000,20190719,20190603,C,2635000,142,144.2,1,0,128337693,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2640000,20190719,20190426,C,2640000,138.2,140.3,0,4,128337694,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2645000,20190719,20190516,C,2645000,134.3,136.4,0,1,128337695,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2650000,20190719,20190529,C,2650000,130.5,132.6,0,117,127972934,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2655000,20190719,20190529,C,2655000,126.8,128.8,0,1,128337696,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2660000,20190719,20190603,C,2660000,123,125,2,4,128337697,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2665000,20190719,,C,2665000,119.4,121.3,0,0,128337698,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2670000,20190719,,C,2670000,115.7,117.6,0,0,128337699,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2675000,20190719,20190603,C,2675000,112.1,113.9,70,130,127972935,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2680000,20190719,,C,2680000,108.5,110.3,0,0,128337700,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2685000,20190719,,C,2685000,105,106.7,0,0,128337701,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2690000,20190719,20190603,C,2690000,101.5,103.2,16,0,128337702,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2695000,20190719,,C,2695000,98,99.7,0,0,128337703,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2700000,20190719,20190603,C,2700000,94.6,96.3,6,163,127972936,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2705000,20190719,20190603,C,2705000,91.2,92.9,27,18,128337704,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2710000,20190719,20190603,C,2710000,88.2,89.1,65,46,128337705,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2715000,20190719,20190603,C,2715000,85,85.8,1,2,128337706,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2720000,20190719,20190603,C,2720000,81.7,82.5,6,3,128337707,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2725000,20190719,20190603,C,2725000,78.5,79.3,1075,214,127972937,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2730000,20190719,20190603,C,2730000,75.5,76.2,204,38,128337708,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2735000,20190719,20190603,C,2735000,72.4,73.1,4,16,128337709,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2740000,20190719,20190603,C,2740000,69.3,70.1,12,22,128337710,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2745000,20190719,20190603,C,2745000,66.3,67.1,16,35,128337711,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2750000,20190719,20190603,C,2750000,63.5,64.2,6267,2787,127972938,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2755000,20190719,20190603,C,2755000,60.6,61.3,7,28,128337712,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2760000,20190719,20190603,C,2760000,57.8,58.5,508,229,128337713,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2765000,20190719,20190603,C,2765000,55.1,55.7,1,554,128337714,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2770000,20190719,20190603,C,2770000,52.4,53,1,165,128337715,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2775000,20190719,20190603,C,2775000,49.8,50.4,15,6701,127972939,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2780000,20190719,20190603,C,2780000,47.2,47.8,95,956,128337716,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2785000,20190719,20190603,C,2785000,44.7,45.3,91,455,128337717,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2790000,20190719,20190603,C,2790000,42.3,42.9,102,740,128337718,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2795000,20190719,20190603,C,2795000,40,40.5,4,291,128337719,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2800000,20190719,20190603,C,2800000,37.7,38.2,1537,9711,127972940,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2805000,20190719,20190603,C,2805000,35.4,36,3,86,128337720,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2810000,20190719,20190603,C,2810000,33.3,33.9,76,242,128337721,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2815000,20190719,20190603,C,2815000,31.3,31.8,6,285,128337722,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2820000,20190719,20190603,C,2820000,29.3,29.8,19,1097,128337723,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2825000,20190719,20190603,C,2825000,27.4,27.9,291,11653,127972941,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2830000,20190719,20190603,C,2830000,25.5,26,60,1051,128337724,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2835000,20190719,20190603,C,2835000,23.8,24.2,16,295,128337725,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2840000,20190719,20190603,C,2840000,22.1,22.6,49,2700,128337726,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2845000,20190719,20190603,C,2845000,20.5,20.9,11,579,128337727,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2850000,20190719,20190603,C,2850000,19,19.4,3982,9757,127972942,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2855000,20190719,20190603,C,2855000,17.5,18,87,149,128337728,2746.220064,1,CBOE S&P 500 INDEX,E
108105,20190603,SPX 190719C2860000,20190719,20190603,C,2860000,16.2,16.6,1107,536,128337729,2746.220064,1,CBOE S&P 500 INDEX,E
